merge_id,section,variant,canonical,rule,status,n_variant,n_canonical,detail,decision,reason
persons: Prof. Naumann -> Naumann,persons,Prof. Naumann,Naumann,same-key,auto,1,7,,,
persons: Neumann -> O. Neumann,persons,Neumann,O. Neumann,surname-unique,auto,3,2,,,
persons: Prof. O. Neumann -> O. Neumann,persons,Prof. O. Neumann,O. Neumann,same-key,auto,2,2,,,
persons: Prof. Noll -> Noll,persons,Prof. Noll,Noll,same-key,auto,1,1,,,
persons: Prof. Dr. Koehler -> O. Koehler,persons,Prof. Dr. Koehler,O. Koehler,surname-unique,auto,1,1,,,
persons: Prof. Dr. O. Koehler -> O. Koehler,persons,Prof. Dr. O. Koehler,O. Koehler,same-key,auto,1,1,,,
persons: Prof. Koehler -> O. Koehler,persons,Prof. Koehler,O. Koehler,same-key,auto,1,1,,,
persons: Prof. O. Koehler -> O. Koehler,persons,Prof. O. Koehler,O. Koehler,same-key,auto,1,1,,,
persons: Uttendörfer -> O. Uttendörfer,persons,Uttendörfer,O. Uttendörfer,surname-unique,auto,1,1,,,
persons: Vatter -> O.E. Vatter,persons,Vatter,O.E. Vatter,surname-unique,auto,12,1,,,
persons: Oberförster Reindl -> Reindl,persons,Oberförster Reindl,Reindl,same-key,auto,2,4,,,
persons: P. Kuhlemann -> Peter Kuhlemann,persons,P. Kuhlemann,Peter Kuhlemann,initial-unique,auto,21,2,,,
persons: P. Steinbacher -> Prof.Dr.Fr. Steinbacher,persons,P. Steinbacher,Prof.Dr.Fr. Steinbacher,initial-unique,auto,15,1,,,
persons: Paul -> Prof. Paul,persons,Paul,Prof. Paul,same-key,auto,3,4,,,
persons: Peitzmeier -> Prof. J. Peitzmeier,persons,Peitzmeier,Prof. J. Peitzmeier,surname-unique,auto,1,1,,,
persons: Ranke -> Pfarrer Ranke,persons,Ranke,Pfarrer Ranke,same-key,auto,1,4,,,
persons: Popp -> Präparator Popp,persons,Popp,Präparator Popp,same-key,auto,24,25,,,
persons: Prof. Dr. Drost -> Prof. Drost,persons,Prof. Dr. Drost,Prof. Drost,same-key,auto,2,2,,,
persons: Välikangas -> Prof. Dr. J. Välikangas,persons,Välikangas,Prof. Dr. J. Välikangas,surname-unique,auto,1,1,,,
persons: Prof. Dr. L. F. de Beaufort -> Prof. L. F. de Beaufort,persons,Prof. Dr. L. F. de Beaufort,Prof. L. F. de Beaufort,same-key,auto,1,1,,,
persons: Prof. Dr. R. Drost -> R. Drost,persons,Prof. Dr. R. Drost,R. Drost,same-key,auto,1,1,,,
persons: Prof. Dr. Zimmer -> Prof. Zimmer,persons,Prof. Dr. Zimmer,Prof. Zimmer,same-key,auto,2,2,,,
persons: Zimmer -> Prof. Zimmer,persons,Zimmer,Prof. Zimmer,same-key,auto,1,2,,,
persons: Prof. Seidel -> Seidel,persons,Prof. Seidel,Seidel,same-key,auto,1,2,,,
persons: R. Karl -> Ruppi Karl,persons,R. Karl,Ruppi Karl,initial-unique,auto,1,1,,,
persons: RATHMAYER -> Werner Rathmayer,persons,RATHMAYER,Werner Rathmayer,dominant,auto,3,243,,,
persons: Rathmayer -> Werner Rathmayer,persons,Rathmayer,Werner Rathmayer,same-key,auto,56,243,,,
persons: W. RATHMAYER -> Werner Rathmayer,persons,W. RATHMAYER,Werner Rathmayer,dominant,auto,1,243,,,
persons: W. Rathmayer -> Werner Rathmayer,persons,W. Rathmayer,Werner Rathmayer,same-key,auto,45,243,,,
persons: WERNER RATHMAYER -> Werner Rathmayer,persons,WERNER RATHMAYER,Werner Rathmayer,same-key,auto,2,243,,,
persons: Sohn von Rathke -> Rathke,persons,Sohn von Rathke,Rathke,surname-unique,auto,2,1,,,
persons: Schlegel -> Richard Schlegel,persons,Schlegel,Richard Schlegel,surname-unique,auto,1,1,,,
persons: Wörsching -> Richard Wörsching,persons,Wörsching,Richard Wörsching,surname-unique,auto,6,1,,,
persons: stud. R. Wagner -> Robert Wagner,persons,stud. R. Wagner,Robert Wagner,initial-unique,auto,2,1,,,
persons: Thien -> Roland Thien,persons,Thien,Roland Thien,surname-unique,auto,1,1,,,
persons: Rossitten -> Vogelwarte Rossitten,persons,Rossitten,Vogelwarte Rossitten,surname-unique,auto,2,7,,,
persons: Wacker -> Rupert Wacker,persons,Wacker,Rupert Wacker,surname-unique,auto,1,6,,,
persons: Rösl -> Susi Rösl,persons,Rösl,Susi Rösl,surname-unique,auto,3,1,,,
persons: SCHEUENPFLUG -> Scheuenpflug,persons,SCHEUENPFLUG,Scheuenpflug,same-key,auto,2,3,,,
persons: Schraudolph -> Witwe Schraudolph,persons,Schraudolph,Witwe Schraudolph,surname-unique,auto,8,2,,,
persons: Schröder -> Wilhelm Schröder,persons,Schröder,Wilhelm Schröder,dominant,auto,8,1,,,
persons: Stud. Schröder -> Wilhelm Schröder,persons,Stud. Schröder,Wilhelm Schröder,same-key,auto,10,1,,,
persons: W. Schröder -> Wilhelm Schröder,persons,W. Schröder,Wilhelm Schröder,initial-unique,auto,24,1,,,
persons: Schröter -> Stud. Schröter,persons,Schröter,Stud. Schröter,same-key,auto,8,14,,,
persons: Würz -> Schuhmacher & Würz,persons,Würz,Schuhmacher & Würz,surname-unique,auto,13,2,,,
persons: Sclater -> W. L. Sclater,persons,Sclater,W. L. Sclater,surname-unique,auto,2,1,,,
persons: Sohn -> Wüst & Sohn,persons,Sohn,Wüst & Sohn,surname-unique,auto,1,2,,,
persons: Starke -> W. Starke,persons,Starke,W. Starke,surname-unique,auto,1,1,,,
persons: Stuck -> W. Stuck,persons,Stuck,W. Stuck,surname-unique,auto,1,2,,,
persons: ein aus Ostpreußen stammender Teilnehmer -> Teilnehmer,persons,ein aus Ostpreußen stammender Teilnehmer,Teilnehmer,surname-unique,auto,2,1,,,
persons: Ziegler -> Theodor Ziegler,persons,Ziegler,Theodor Ziegler,surname-unique,auto,5,1,,,
persons: W [?] -> W,persons,W [?],W,same-key,auto,1,2,,,
persons: W. E. Clyde Todd -> W.E. Clyde Todd,persons,W. E. Clyde Todd,W.E. Clyde Todd,same-key,auto,1,1,,,
persons: W. Hirt -> Walter Hirt,persons,W. Hirt,Walter Hirt,initial-unique,auto,21,18,,,
persons: W. Knust -> Walter Knust,persons,W. Knust,Walter Knust,initial-unique,auto,6,1,,,
persons: W. Künk -> Walter Künk,persons,W. Künk,Walter Künk,initial-unique,auto,3,3,,,
persons: W. Schröter -> Wilhelm Schröter,persons,W. Schröter,Wilhelm Schröter,initial-unique,auto,53,2,,,
persons: W. Stock -> Wilhelm Stock,persons,W. Stock,Wilhelm Stock,initial-unique,auto,42,9,,,
persons: W. Weiß -> Walter Weiß,persons,W. Weiß,Walter Weiß,initial-unique,auto,6,1,,,
persons: W. Wink -> Walter Wink,persons,W. Wink,Walter Wink,initial-unique,auto,3,1,,,
persons: WüZ -> Wüz,persons,WüZ,Wüz,same-key,auto,3,4,,,
persons: von Hedemann -> v. Hedemann,persons,von Hedemann,v. Hedemann,initial-unique,auto,1,1,,,
persons: von Lucanus -> v. Lucanus,persons,von Lucanus,v. Lucanus,initial-unique,auto,1,1,,,
persons: A. Engel -> Aug. Engel,persons,A. Engel,Aug. Engel,initial-ambiguous,candidate,2,3,initials a match several full names,n,Aug. = August Engel same person; August row chosen
persons: A. Engel -> August Engel,persons,A. Engel,August Engel,initial-ambiguous,candidate,2,2,initials a match several full names,y,A. Engel = August Engel; initial matches
persons: H. Fischer -> Heinrich Fischer,persons,H. Fischer,Heinrich Fischer,initial-ambiguous,candidate,2,1,initials h match several full names,n,three H. Fischer expansions; unsure
persons: H. Fischer -> Heinz Fischer,persons,H. Fischer,Heinz Fischer,initial-ambiguous,candidate,2,2,initials h match several full names,n,three H. Fischer expansions; unsure
persons: H. Fischer -> Prof. Dr. Hermann Fischer,persons,H. Fischer,Prof. Dr. Hermann Fischer,initial-ambiguous,candidate,2,1,initials h match several full names,n,three H. Fischer expansions; unsure
persons: H. Müller -> Herbert Adolf Müller,persons,H. Müller,Herbert Adolf Müller,initial-ambiguous,candidate,30,1,initials h match several full names,n,H. Müller 1931-56 (n=30) not clearly this rare candidate
persons: H. Müller -> Hugo Müller,persons,H. Müller,Hugo Müller,initial-ambiguous,candidate,30,2,initials h match several full names,n,H. Müller 1931-56 (n=30) not clearly this rare candidate
persons: L. Müller -> Ludwig Müller,persons,L. Müller,Ludwig Müller,initial-ambiguous,candidate,9,5,initials l match several full names,n,Ludwig vs Lorenz Müller comparable; Lenz = Lorenz; unsure
persons: L. Müller -> Lenz Müller,persons,L. Müller,Lenz Müller,initial-ambiguous,candidate,9,2,initials l match several full names,n,Ludwig vs Lorenz Müller comparable; Lenz = Lorenz; unsure
persons: L. Müller -> Prof. Lorenz Müller,persons,L. Müller,Prof. Lorenz Müller,initial-ambiguous,candidate,9,3,initials l match several full names,n,Ludwig vs Lorenz Müller comparable; Lenz = Lorenz; unsure [conflict resolved]
persons: H. Stark -> Haller Stark,persons,H. Stark,Haller Stark,initial-ambiguous,candidate,25,3,initials h match several full names,n,no year overlap; small candidates; unsure
persons: H. Stark -> Hans Stark,persons,H. Stark,Hans Stark,initial-ambiguous,candidate,25,2,initials h match several full names,n,no year overlap; small candidates; unsure
persons: v. Jordans -> Adolf von Jordans,persons,v. Jordans,Adolf von Jordans,initial-ambiguous,candidate,1,9,initials v match several full names,y,Adolf von Jordans Bonn at IOC 1930; Dr. row same person
persons: v. Jordans -> Dr. von Jordans,persons,v. Jordans,Dr. von Jordans,initial-ambiguous,candidate,1,4,initials v match several full names,n,same person; merged via A. von Jordans row
persons: B. Wüst -> Brig. Wüst,persons,B. Wüst,Brig. Wüst,initial-ambiguous,candidate,3,1,initials b match several full names,n,B. Wüst 1933 probably OCR of W. Wüst; not these candidates
persons: B. Wüst -> Bruder von Fr. Wüst,persons,B. Wüst,Bruder von Fr. Wüst,initial-ambiguous,candidate,3,1,initials b match several full names,n,B. Wüst 1933 probably OCR of W. Wüst; not these candidates
persons: B. Wüst -> Brigitte Wüst,persons,B. Wüst,Brigitte Wüst,initial-ambiguous,candidate,3,2,initials b match several full names,n,B. Wüst 1933 probably OCR of W. Wüst; not these candidates
persons: B. Wüst -> Bekannter von Wüst,persons,B. Wüst,Bekannter von Wüst,initial-ambiguous,candidate,3,2,initials b match several full names,n,B. Wüst 1933 probably OCR of W. Wüst; not these candidates
persons: Dr. V. Wüst -> Bruder von Fr. Wüst,persons,Dr. V. Wüst,Bruder von Fr. Wüst,initial-ambiguous,candidate,3,1,initials v match several full names,n,Dr. V. Wüst = OCR of Dr. W. Wüst; not these relatives
persons: Dr. V. Wüst -> Gattin von Walter Wüst,persons,Dr. V. Wüst,Gattin von Walter Wüst,initial-ambiguous,candidate,3,1,initials v match several full names,n,Dr. V. Wüst = OCR of Dr. W. Wüst; not these relatives
persons: Dr. V. Wüst -> Bekannter von Wüst,persons,Dr. V. Wüst,Bekannter von Wüst,initial-ambiguous,candidate,3,2,initials v match several full names,n,Dr. V. Wüst = OCR of Dr. W. Wüst; not these relatives
persons: E. Wüst -> Ed. Wüst,persons,E. Wüst,Ed. Wüst,initial-ambiguous,candidate,32,3,initials e match several full names,n,E. Wüst probably OCR of W./Hr. Wüst = Walter; not these candidates
persons: E. Wüst -> Walter Wüst,persons,E. Wüst,Walter Wüst,initial-ambiguous,candidate,32,2425,initials e match several full names,n,E. Wüst probably OCR of W./Hr. Wüst = Walter; not these candidates
persons: F. Wüst -> Fritz Wüst,persons,F. Wüst,Fritz Wüst,initial-ambiguous,candidate,3,1,initials f match several full names,n,F. Wüst 1932 probably OCR of W./Hr. Wüst; not these
persons: F. Wüst -> Freund Wüst,persons,F. Wüst,Freund Wüst,initial-ambiguous,candidate,3,1,initials f match several full names,n,F. Wüst 1932 probably OCR of W./Hr. Wüst; not these
persons: Prof. Dr. A. Laubmann -> Professor Dr. ALFRED LAUBMANN,persons,Prof. Dr. A. Laubmann,Professor Dr. ALFRED LAUBMANN,initial-ambiguous,candidate,2,1,initials a match several full names,n,same person (diarist); Dr. Alfred Laubmann row chosen
persons: Prof. Dr. A. Laubmann -> Herrn Professor Dr. Alfred Laubmann,persons,Prof. Dr. A. Laubmann,Herrn Professor Dr. Alfred Laubmann,initial-ambiguous,candidate,2,1,initials a match several full names,n,same person (diarist); Dr. Alfred Laubmann row chosen
persons: Prof. Dr. A. Laubmann -> Alfred Laubmann,persons,Prof. Dr. A. Laubmann,Alfred Laubmann,initial-ambiguous,candidate,2,3,initials a match several full names,y,the diarist Alfred Laubmann; cleanest canonical
persons: H. Sick -> Hellmut Sick,persons,H. Sick,Hellmut Sick,initial-ambiguous,candidate,1,2,initials h match several full names,n,spelling variant of Helmut Sick; merged via correct spelling row
persons: H. Sick -> Dr. Helmuth Sick,persons,H. Sick,Dr. Helmuth Sick,initial-ambiguous,candidate,1,1,initials h match several full names,n,spelling variant of Helmut Sick; merged via correct spelling row
persons: H. Sick -> Helmut Sick,persons,H. Sick,Helmut Sick,initial-ambiguous,candidate,1,13,initials h match several full names,y,Helmut Sick ornithologist; Hellmuth/Hellmut/Dr. rows spelling variants
persons: H. Sick -> Hellmuth Sick,persons,H. Sick,Hellmuth Sick,initial-ambiguous,candidate,1,27,initials h match several full names,n,spelling variant of Helmut Sick; merged via correct spelling row
persons: H. Brandt -> Dr. Herbert Brandt,persons,H. Brandt,Dr. Herbert Brandt,initial-ambiguous,candidate,1,7,initials h match several full names,n,Heinz vs Herbert Brandt both H.; both 1954/55; unresolved
persons: H. Brandt -> Heinz Brandt,persons,H. Brandt,Heinz Brandt,initial-ambiguous,candidate,1,13,initials h match several full names,n,Heinz vs Herbert Brandt both H.; both 1954/55; unresolved
persons: E. Seggel -> Eberhard Seggel,persons,E. Seggel,Eberhard Seggel,initial-ambiguous,candidate,9,75,initials e match several full names,n,Einhart vs Eberhard Seggel likely same person; true name unclear
persons: E. Seggel -> Einhart Seggel,persons,E. Seggel,Einhart Seggel,initial-ambiguous,candidate,9,78,initials e match several full names,n,Einhart vs Eberhard Seggel likely same person; true name unclear
persons: v. Bibra -> Friedr. Freiherrn von Bibra,persons,v. Bibra,Friedr. Freiherrn von Bibra,initial-ambiguous,candidate,2,2,initials v match several full names,n,same person; Friedrich Frh. row chosen
persons: v. Bibra -> Friedrich Frh. von Bibra,persons,v. Bibra,Friedrich Frh. von Bibra,initial-ambiguous,candidate,2,3,initials v match several full names,y,von Bibra stork reporter = Friedrich Frh. von Bibra
persons: Büchner -> A. Büchner,persons,Büchner,A. Büchner,surname-ambiguous,candidate,157,4,bare surname; 2 persons share it,n,bare Büchner 1917-21 (n=157) not clearly this small candidate
persons: Büchner -> Hans Büchner,persons,Büchner,Hans Büchner,surname-ambiguous,candidate,157,3,bare surname; 2 persons share it,n,bare Büchner 1917-21 (n=157) not clearly this small candidate
persons: Fiedler -> A. Fiedler,persons,Fiedler,A. Fiedler,surname-ambiguous,candidate,1,2,bare surname; 2 persons share it,n,A. Fiedler 1934 vs Oskar 1938; bare 1950 unresolved
persons: Fiedler -> Oskar Fiedler,persons,Fiedler,Oskar Fiedler,surname-ambiguous,candidate,1,1,bare surname; 2 persons share it,n,A. Fiedler 1934 vs Oskar 1938; bare 1950 unresolved
persons: Hoffmann -> A. Hoffmann,persons,Hoffmann,A. Hoffmann,surname-ambiguous,candidate,10,2,bare surname; 6 persons share it,n,several Dr. Hoffmann possible; unsure
persons: Hoffmann -> Prof.Dr.B. Hoffmann,persons,Hoffmann,Prof.Dr.B. Hoffmann,surname-ambiguous,candidate,10,1,bare surname; 6 persons share it,n,several Dr. Hoffmann possible; unsure
persons: Hoffmann -> Joachim Hoffmann,persons,Hoffmann,Joachim Hoffmann,surname-ambiguous,candidate,10,1,bare surname; 6 persons share it,n,several Dr. Hoffmann possible; unsure
persons: Hoffmann -> Dr. R. Hoffmann,persons,Hoffmann,Dr. R. Hoffmann,surname-ambiguous,candidate,10,12,bare surname; 6 persons share it,n,several Dr. Hoffmann possible; unsure
persons: Hoffmann -> B. Hoffmann,persons,Hoffmann,B. Hoffmann,surname-ambiguous,candidate,10,6,bare surname; 6 persons share it,n,several Dr. Hoffmann possible; unsure
persons: Hoffmann -> Kurt Hoffmann,persons,Hoffmann,Kurt Hoffmann,surname-ambiguous,candidate,10,1,bare surname; 6 persons share it,n,several Dr. Hoffmann possible; unsure
persons: Kleinschmidt -> A. Kleinschmidt,persons,Kleinschmidt,A. Kleinschmidt,surname-ambiguous,candidate,11,1,bare surname; 2 persons share it,n,Uppsala 1950 could be A. Kleinschmidt not Otto; unsure
persons: Kleinschmidt -> Otto Kleinschmidt,persons,Kleinschmidt,Otto Kleinschmidt,surname-ambiguous,candidate,11,3,bare surname; 2 persons share it,y,bare Kleinschmidt 1918-50 = Otto Kleinschmidt (famous) [conflict resolved]
persons: Kögel -> Anton Kögel,persons,Kögel,Anton Kögel,surname-ambiguous,candidate,2,13,bare surname; 4 persons share it,n,Anton and Hans Kögel both active 1942-44
persons: Kögel -> Jäger Kögel,persons,Kögel,Jäger Kögel,surname-ambiguous,candidate,2,2,bare surname; 4 persons share it,n,Anton and Hans Kögel both active 1942-44
persons: Kögel -> Stamm Kögel,persons,Kögel,Stamm Kögel,surname-ambiguous,candidate,2,2,bare surname; 4 persons share it,n,Anton and Hans Kögel both active 1942-44
persons: Kögel -> Hans Kögel,persons,Kögel,Hans Kögel,surname-ambiguous,candidate,2,7,bare surname; 4 persons share it,n,Anton and Hans Kögel both active 1942-44
persons: Mayer -> E. Schütze[?]mayer,persons,Mayer,E. Schütze[?]mayer,surname-ambiguous,candidate,3,2,bare surname; 5 persons share it,n,no Dr. candidate; common surname; unresolved
persons: Mayer -> Kemmater-Mayer,persons,Mayer,Kemmater-Mayer,surname-ambiguous,candidate,3,1,bare surname; 5 persons share it,n,no Dr. candidate; common surname; unresolved
persons: Mayer -> Franz Mayer,persons,Mayer,Franz Mayer,surname-ambiguous,candidate,3,2,bare surname; 5 persons share it,n,no Dr. candidate; common surname; unresolved
persons: Mayer -> A. Mayer,persons,Mayer,A. Mayer,surname-ambiguous,candidate,3,1,bare surname; 5 persons share it,n,no Dr. candidate; common surname; unresolved
persons: Mayer -> Clara Mayer,persons,Mayer,Clara Mayer,surname-ambiguous,candidate,3,1,bare surname; 5 persons share it,n,no Dr. candidate; common surname; unresolved
persons: Herr Brunner -> A. Müller-Brunner,persons,Herr Brunner,A. Müller-Brunner,surname-ambiguous,candidate,2,2,bare surname; 3 persons share it,n,no matching Brunner candidate
persons: Herr Brunner -> Karl Brunner,persons,Herr Brunner,Karl Brunner,surname-ambiguous,candidate,2,1,bare surname; 3 persons share it,n,no matching Brunner candidate
persons: Herr Brunner -> Sohn von Staatsanwalt Brunner,persons,Herr Brunner,Sohn von Staatsanwalt Brunner,surname-ambiguous,candidate,2,2,bare surname; 3 persons share it,n,no matching Brunner candidate
persons: Prof. Dr. Peters -> Ursula Peters,persons,Prof. Dr. Peters,Ursula Peters,surname-ambiguous,candidate,1,1,bare surname; 3 persons share it,n,female; 1960
persons: Prof. Dr. Peters -> A. Peters,persons,Prof. Dr. Peters,A. Peters,surname-ambiguous,candidate,1,2,bare surname; 3 persons share it,n,not Prof.; A. Peters 1918 or Ursula female
persons: Prof. Dr. Peters -> Prof. Dr. H. Peters,persons,Prof. Dr. Peters,Prof. Dr. H. Peters,surname-ambiguous,candidate,1,1,bare surname; 3 persons share it,y,same title; same 1949 Radolfzell event; only Prof. candidate
persons: Roth -> Felix Roth,persons,Roth,Felix Roth,surname-ambiguous,candidate,2,4,bare surname; 3 persons share it,n,Felix vs W. Roth; unsure
persons: Roth -> W. Roth,persons,Roth,W. Roth,surname-ambiguous,candidate,2,2,bare surname; 3 persons share it,n,Felix vs W. Roth; unsure
persons: Roth -> A. Roth,persons,Roth,A. Roth,surname-ambiguous,candidate,2,2,bare surname; 3 persons share it,n,Felix vs W. Roth; unsure
persons: Schneider -> A. SCHNEIDER,persons,Schneider,A. SCHNEIDER,surname-ambiguous,candidate,7,1,bare surname; 3 persons share it,n,common surname; three Schneiders; no fit
persons: Schneider -> Heinrich Schneider,persons,Schneider,Heinrich Schneider,surname-ambiguous,candidate,7,2,bare surname; 3 persons share it,n,common surname; three Schneiders; no fit
persons: Schneider -> Manfred Schneider,persons,Schneider,Manfred Schneider,surname-ambiguous,candidate,7,2,bare surname; 3 persons share it,n,common surname; three Schneiders; no fit
persons: Schnell -> A. Schnell,persons,Schnell,A. Schnell,surname-ambiguous,candidate,3,1,bare surname; 2 persons share it,n,E. vs A. Schnell; unsure
persons: Schnell -> E. Schnell,persons,Schnell,E. Schnell,surname-ambiguous,candidate,3,2,bare surname; 2 persons share it,n,E. vs A. Schnell; unsure
persons: Stud. Schröter -> H. Schröter,persons,Stud. Schröter,H. Schröter,surname-ambiguous,candidate,22,16,bare surname; 4 persons share it,y,bare Schröter 1937-38 = H. Schröter 1937-38
persons: Stud. Schröter -> Eva-Maria Schröter,persons,Stud. Schröter,Eva-Maria Schröter,surname-ambiguous,candidate,22,1,bare surname; 4 persons share it,n,female; different person
persons: Stud. Schröter -> Wilhelm Schröter,persons,Stud. Schröter,Wilhelm Schröter,surname-ambiguous,candidate,22,55,bare surname; 4 persons share it,n,other Schröter; Wilhelm 1942 possibly same if H=W OCR
persons: Stud. Schröter -> A. Schröter,persons,Stud. Schröter,A. Schröter,surname-ambiguous,candidate,22,1,bare surname; 4 persons share it,n,other Schröter; Wilhelm 1942 possibly same if H=W OCR
persons: Schlick -> Dr. A. F. Schlick,persons,Schlick,Dr. A. F. Schlick,surname-ambiguous,candidate,3,1,bare surname; 2 persons share it,n,A. Th. vs Dr. A. F. Schlick; unsure
persons: Schlick -> A. Th. Schlick,persons,Schlick,A. Th. Schlick,surname-ambiguous,candidate,3,2,bare surname; 2 persons share it,n,A. Th. vs Dr. A. F. Schlick; unsure
persons: Ulrich -> A. Ulrich,persons,Ulrich,A. Ulrich,surname-ambiguous,candidate,3,2,bare surname; 2 persons share it,n,1931; different Ulrich
persons: Ulrich -> Walter Ulrich,persons,Ulrich,Walter Ulrich,surname-ambiguous,candidate,3,1,bare surname; 2 persons share it,y,Ulrich 1954 Basel same trip as Walter Ulrich 1954
persons: Herr Jordans -> v. Jordans,persons,Herr Jordans,v. Jordans,surname-ambiguous,candidate,8,1,bare surname; 3 persons share it,y,same cluster as the accepted pair (A. von Jordans / Dr. H. Noll)
persons: Herr Jordans -> Adolf von Jordans,persons,Herr Jordans,Adolf von Jordans,surname-ambiguous,candidate,8,9,bare surname; 3 persons share it,y,Adolf von Jordans (Bonn Museum Koenig); only Jordans
persons: Herr Jordans -> Dr. von Jordans,persons,Herr Jordans,Dr. von Jordans,surname-ambiguous,candidate,8,4,bare surname; 3 persons share it,n,same person Adolf von Jordans; A. von Jordans row chosen
persons: Apotheker Wagner -> Adolf Wagner,persons,Apotheker Wagner,Adolf Wagner,surname-ambiguous,candidate,7,1,bare surname; 3 persons share it,n,no Apotheker among candidates; unsure
persons: Apotheker Wagner -> Robert Wagner,persons,Apotheker Wagner,Robert Wagner,surname-ambiguous,candidate,7,3,bare surname; 3 persons share it,n,no Apotheker among candidates; unsure
persons: Apotheker Wagner -> Kurt Wagner,persons,Apotheker Wagner,Kurt Wagner,surname-ambiguous,candidate,7,10,bare surname; 3 persons share it,n,no Apotheker among candidates; unsure
persons: Jordan -> Adolf von Jordan,persons,Jordan,Adolf von Jordan,surname-ambiguous,candidate,1,3,bare surname; 3 persons share it,n,Jordan 1930 Amsterdam may be Karl Jordan Tring; von Jordans spelled separately
persons: Jordan -> Beate von Jordan,persons,Jordan,Beate von Jordan,surname-ambiguous,candidate,1,1,bare surname; 3 persons share it,n,female; 1958
persons: Jordan -> Dr. von Jordan,persons,Jordan,Dr. von Jordan,surname-ambiguous,candidate,1,1,bare surname; 3 persons share it,n,Jordan 1930 Amsterdam may be Karl Jordan Tring; von Jordans spelled separately
persons: Schillinger -> F. Schillinger,persons,Schillinger,F. Schillinger,surname-ambiguous,candidate,18,2,bare surname; 2 persons share it,n,Albert vs F. Schillinger; unsure
persons: Schillinger -> Albert Schillinger,persons,Schillinger,Albert Schillinger,surname-ambiguous,candidate,18,5,bare surname; 2 persons share it,n,Albert vs F. Schillinger; unsure
persons: Wüst -> Brig. Wüst,persons,Wüst,Brig. Wüst,surname-ambiguous,candidate,872,1,bare surname; 27 persons share it,n,different or later Wüst; bare form denotes Walter Wüst
persons: Wüst -> E. Wüst,persons,Wüst,E. Wüst,surname-ambiguous,candidate,872,32,bare surname; 27 persons share it,n,likely OCR/initial variant of Walter Wüst; merge target is Walter row
persons: Wüst -> Bruder von Fr. Wüst,persons,Wüst,Bruder von Fr. Wüst,surname-ambiguous,candidate,872,1,bare surname; 27 persons share it,n,relational description; not the person himself
persons: Wüst -> Gattin von Walter Wüst,persons,Wüst,Gattin von Walter Wüst,surname-ambiguous,candidate,872,1,bare surname; 27 persons share it,n,relational description; not the person himself
persons: Wüst -> B. Wüst,persons,Wüst,B. Wüst,surname-ambiguous,candidate,872,3,bare surname; 27 persons share it,n,likely OCR/initial variant of Walter Wüst; merge target is Walter row
persons: Wüst -> Walter Wüst,persons,Wüst,Walter Wüst,surname-ambiguous,candidate,872,2425,bare surname; 27 persons share it,y,bare Wüst = Walter Wüst; dominant Munich ornithologist [conflict resolved]
persons: Wüst -> Fritz Wüst,persons,Wüst,Fritz Wüst,surname-ambiguous,candidate,872,1,bare surname; 27 persons share it,n,different or later Wüst; bare form denotes Walter Wüst
persons: Wüst -> N. Wüst,persons,Wüst,N. Wüst,surname-ambiguous,candidate,872,9,bare surname; 27 persons share it,n,likely OCR/initial variant of Walter Wüst; merge target is Walter row
persons: Wüst -> K. Wüst,persons,Wüst,K. Wüst,surname-ambiguous,candidate,872,33,bare surname; 27 persons share it,n,different or later Wüst; bare form denotes Walter Wüst
persons: Wüst -> F. Wüst,persons,Wüst,F. Wüst,surname-ambiguous,candidate,872,3,bare surname; 27 persons share it,n,likely OCR/initial variant of Walter Wüst; merge target is Walter row
persons: Wüst -> Prälat Wüst,persons,Wüst,Prälat Wüst,surname-ambiguous,candidate,872,1,bare surname; 27 persons share it,n,different or later Wüst; bare form denotes Walter Wüst
persons: Wüst -> Brigitte Wüst,persons,Wüst,Brigitte Wüst,surname-ambiguous,candidate,872,2,bare surname; 27 persons share it,n,different or later Wüst; bare form denotes Walter Wüst
persons: Wüst -> Ed. Wüst,persons,Wüst,Ed. Wüst,surname-ambiguous,candidate,872,3,bare surname; 27 persons share it,n,likely OCR/initial variant of Walter Wüst; merge target is Walter row
persons: Wüst -> Dr. V. Wüst,persons,Wüst,Dr. V. Wüst,surname-ambiguous,candidate,872,3,bare surname; 27 persons share it,n,likely OCR/initial variant of Walter Wüst; merge target is Walter row
persons: Wüst -> Dr.W. Wüst,persons,Wüst,Dr.W. Wüst,surname-ambiguous,candidate,872,1,bare surname; 27 persons share it,n,likely OCR/initial variant of Walter Wüst; merge target is Walter row
persons: Wüst -> Freund Wüst,persons,Wüst,Freund Wüst,surname-ambiguous,candidate,872,1,bare surname; 27 persons share it,n,relational description; not the person himself
persons: Wüst -> Albert Wüst,persons,Wüst,Albert Wüst,surname-ambiguous,candidate,872,2,bare surname; 27 persons share it,n,different or later Wüst; bare form denotes Walter Wüst
persons: Wüst -> Rainer Wüst,persons,Wüst,Rainer Wüst,surname-ambiguous,candidate,872,1,bare surname; 27 persons share it,n,different or later Wüst; bare form denotes Walter Wüst
persons: Wüst -> Wolfgang Wüst,persons,Wüst,Wolfgang Wüst,surname-ambiguous,candidate,872,3,bare surname; 27 persons share it,n,different or later Wüst; bare form denotes Walter Wüst
persons: Wüst -> Bekannter von Wüst,persons,Wüst,Bekannter von Wüst,surname-ambiguous,candidate,872,2,bare surname; 27 persons share it,n,relational description; not the person himself
