habitat_label,n_obs,status,eunis_code,eunis_label,eunis_level,match,confidence,note,eunis_uri,decision
Birken- und Erlenbestände,1,linked,G1.4,Broadleaved swamp woodland not on acid peat,3,close,0.85,Birch and alder swamp/wet woodland,http://eunis.eea.europa.eu/eunishabitats/G1.4,
westlichen Mischwäldern,1,linked,G4,Mixed deciduous and coniferous woodland,2,exact,0.90,Mixed deciduous and coniferous woodland,http://eunis.eea.europa.eu/eunishabitats/G4,
außerhalb des Teichgeländes,1,no_match,,,,none,0.10,Not a specific habitat type,,
Eichenwäldchen,1,linked,G5.2,Small broadleaved deciduous anthropogenic woodlands,3,close,0.80,Small oak wood,http://eunis.eea.europa.eu/eunishabitats/G5.2,
Rainfarnbüsche,1,linked,E5.1,Anthropogenic herb stands,3,close,0.80,"Tansy stands, anthropogenic herb stands",http://eunis.eea.europa.eu/eunishabitats/E5.1,
Gartenhaus,1,linked,J2.1,Scattered residential buildings,3,broad,0.70,Garden house / shed,http://eunis.eea.europa.eu/eunishabitats/J2.1,
Hochregion,1,review,E4,Alpine and subalpine grasslands,2,broad,0.60,High alpine region,http://eunis.eea.europa.eu/eunishabitats/E4,
Almhütten,1,linked,J2.4,Agricultural constructions,3,close,0.85,"Alpine pasture huts, agricultural constructions",http://eunis.eea.europa.eu/eunishabitats/J2.4,
Brücke,1,linked,J4,Transport networks and other constructed hard-surfaced areas,2,broad,0.80,"Bridge, transport network structure",http://eunis.eea.europa.eu/eunishabitats/J4,
Hüttdamm,1,linked,J4,Transport networks and other constructed hard-surfaced areas,2,broad,0.70,Embankment/dam near a hut,http://eunis.eea.europa.eu/eunishabitats/J4,
Schilfgebüsch,1,linked,C3.2,Water-fringing reedbeds and tall helophytes other than canes,3,close,0.85,Reedbeds,http://eunis.eea.europa.eu/eunishabitats/C3.2,
Betonrand,1,linked,J4,Transport networks and other constructed hard-surfaced areas,2,broad,0.70,Concrete edge/margin,http://eunis.eea.europa.eu/eunishabitats/J4,
Wattboden,1,linked,C3.6,Unvegetated or sparsely vegetated shores with soft or mobile sediments,3,close,0.80,Muddy shore substrate,http://eunis.eea.europa.eu/eunishabitats/C3.6,
Almgelände,1,linked,E2.3,Mountain hay meadows,3,close,0.80,Alpine pasture land,http://eunis.eea.europa.eu/eunishabitats/E2.3,
Gebirgsbachstelle,1,linked,C2.2,"Permanent non-tidal, fast, turbulent watercourses",3,close,0.90,Location on a mountain stream,http://eunis.eea.europa.eu/eunishabitats/C2.2,
Waldsaum und Gärten,1,review,X11,Large parks,2,broad,0.60,Mosaic of woodland edge and gardens,http://eunis.eea.europa.eu/eunishabitats/X11,
Waldsaum-Gartenbau,1,linked,I2.2,Small-scale ornamental and domestic garden areas,3,close,0.70,Gardening at woodland edge,http://eunis.eea.europa.eu/eunishabitats/I2.2,
Erlenfreien,1,linked,G1.1,"Riparian and gallery woodland, with dominant [Alnus], [Betula], [Populus] or [Salix]",3,close,0.70,Open alder stands / riparian alder,http://eunis.eea.europa.eu/eunishabitats/G1.1,
Altwässer der Mainauen,1,linked,C1.2,"Permanent mesotrophic lakes, ponds and pools",3,close,0.85,Oxbow lakes of the Main floodplain,http://eunis.eea.europa.eu/eunishabitats/C1.2,
toten Wäldern,1,linked,G,"Woodland, forest and other wooded land",1,broad,0.80,Dead forests,http://eunis.eea.europa.eu/eunishabitats/G,
See- und Moorgebiet,1,linked,X04,Raised bog complexes,2,broad,0.70,Lake and mire complex,http://eunis.eea.europa.eu/eunishabitats/X04,
Englischer Garten,1,linked,I2.1,Large-scale ornamental garden areas,3,exact,0.90,Large-scale ornamental park,http://eunis.eea.europa.eu/eunishabitats/I2.1,
Wirtschaftsgarten,1,linked,I2.2,Small-scale ornamental and domestic garden areas,3,exact,0.90,Kitchen garden / domestic garden,http://eunis.eea.europa.eu/eunishabitats/I2.2,
Weinsträucher,1,linked,FB.4,Vineyards,3,exact,0.95,Vineyards,http://eunis.eea.europa.eu/eunishabitats/FB.4,
hohe lichte Buchenwälder,1,linked,G1.6,[Fagus] woodland,3,exact,0.95,Tall open beech forests,http://eunis.eea.europa.eu/eunishabitats/G1.6,
Wald u. Weingarten,1,linked,X10,Mosaic landscapes with a woodland element (bocages),2,close,0.80,Mosaic of woodland and vineyard (FB.4),http://eunis.eea.europa.eu/eunishabitats/X10,
Bäume beim Nachbarn,1,linked,G5.1,Lines of trees,3,broad,0.80,Lines of trees or small group in garden,http://eunis.eea.europa.eu/eunishabitats/G5.1,
Kar,1,linked,H2,Screes,2,close,0.80,"Glacial cirque, typically screes and rocks",http://eunis.eea.europa.eu/eunishabitats/H2,
Latschen- und Felsengebiet,1,linked,F2.4,Conifer scrub close to the tree limit,3,close,0.90,Pinus mugo scrub and rock complexes,http://eunis.eea.europa.eu/eunishabitats/F2.4,
abgelassener See,1,linked,C3.5,Periodically inundated shores with pioneer and ephemeral vegetation,3,close,0.80,"Drained lake bed, periodically inundated shore",http://eunis.eea.europa.eu/eunishabitats/C3.5,
Moosrand,1,linked,D2,"Valley mires, poor fens and transition mires",2,close,0.70,Edge of a bog or mire,http://eunis.eea.europa.eu/eunishabitats/D2,
kultivierten Acker,1,linked,I1.1,Intensive unmixed crops,3,exact,0.95,Cultivated arable land,http://eunis.eea.europa.eu/eunishabitats/I1.1,
Rapsstoppelfelder,1,linked,I1.5,"Bare tilled, fallow or recently abandoned arable land",3,close,0.90,"Rape stubble fields, fallow arable land",http://eunis.eea.europa.eu/eunishabitats/I1.5,
Grünanlage,1,linked,I2,Cultivated areas of gardens and parks,2,close,0.90,Public park or green space,http://eunis.eea.europa.eu/eunishabitats/I2,
Wiesen- und Moorgelände,1,linked,E3,Seasonally wet and wet grasslands,2,close,0.70,Wet grassland and mire mosaic,http://eunis.eea.europa.eu/eunishabitats/E3,
Bucht am See,1,linked,C1,Surface standing waters,2,broad,0.80,Bay of a lake,http://eunis.eea.europa.eu/eunishabitats/C1,
Büschen am See,1,linked,F9.1,Riverine scrub,3,close,0.85,Riparian scrub by a lake,http://eunis.eea.europa.eu/eunishabitats/F9.1,
Schilf im abgelassenen See,1,linked,C3.2,Water-fringing reedbeds and tall helophytes other than canes,3,close,0.90,Reedbeds in drained lake,http://eunis.eea.europa.eu/eunishabitats/C3.2,
Garten an der Terrasse,1,linked,I2.2,Small-scale ornamental and domestic garden areas,3,close,0.90,Domestic garden near terrace,http://eunis.eea.europa.eu/eunishabitats/I2.2,
Schilfpolstern,1,linked,C3.2,Water-fringing reedbeds and tall helophytes other than canes,3,close,0.85,Reedbeds,http://eunis.eea.europa.eu/eunishabitats/C3.2,
Torfgräben,1,linked,D1,Raised and blanket bogs,2,broad,0.80,Peat cutting trenches in bogs,http://eunis.eea.europa.eu/eunishabitats/D1,
Stadtpark,1,linked,I2.1,Large-scale ornamental garden areas,3,exact,0.95,Large-scale ornamental park,http://eunis.eea.europa.eu/eunishabitats/I2.1,
Zaun,1,linked,J2.5,Constructed boundaries,3,exact,0.90,Constructed boundary,http://eunis.eea.europa.eu/eunishabitats/J2.5,
Forststück,1,linked,G,"Woodland, forest and other wooded land",1,close,0.80,Forest patch / plantation,http://eunis.eea.europa.eu/eunishabitats/G,
Wiesenstreifen,1,linked,E2,Mesic grasslands,2,close,0.80,Grassy strip,http://eunis.eea.europa.eu/eunishabitats/E2,
Erlen-Sumpfwiesen-Bestand,1,linked,G1.4,Broadleaved swamp woodland not on acid peat,3,close,0.80,Alder swamp woodland / wet meadow mosaic,http://eunis.eea.europa.eu/eunishabitats/G1.4,
Bachhang,1,linked,G1.1,"Riparian and gallery woodland, with dominant [Alnus], [Betula], [Populus] or [Salix]",3,broad,0.70,"Slope of a stream, often wooded",http://eunis.eea.europa.eu/eunishabitats/G1.1,
Spechthöhlen,1,review,G,"Woodland, forest and other wooded land",1,broad,0.60,Woodpecker holes in trees (woodland microhabitat),http://eunis.eea.europa.eu/eunishabitats/G,
Balkon unter dem Gebälk,1,linked,J1,"Buildings of cities, towns and villages",2,broad,0.85,Balcony under beams of a building,http://eunis.eea.europa.eu/eunishabitats/J1,
Erlen-Bestand,1,linked,G1.1,"Riparian and gallery woodland, with dominant [Alnus], [Betula], [Populus] or [Salix]",3,close,0.90,"Alder stand, likely riparian",http://eunis.eea.europa.eu/eunishabitats/G1.1,
Fichtenboden,1,linked,G3.1,[Abies] and [Picea] woodland,3,close,0.85,Spruce forest floor,http://eunis.eea.europa.eu/eunishabitats/G3.1,
Hopfengärten,1,linked,I1.1,Intensive unmixed crops,3,close,0.90,Hop gardens (intensive crop),http://eunis.eea.europa.eu/eunishabitats/I1.1,
Kamin,1,linked,J1,"Buildings of cities, towns and villages",2,broad,0.90,Chimney of a building,http://eunis.eea.europa.eu/eunishabitats/J1,
Eschenbäume,1,linked,G1.A,"Meso- and eutrophic [Quercus], [Carpinus], [Fraxinus], [Acer], [Tilia], [Ulmus] and related woodland",3,broad,0.70,Ash trees,http://eunis.eea.europa.eu/eunishabitats/G1.A,
überschwemmte Wiesen und Felder,1,linked,E3.4,Moist or wet eutrophic and mesotrophic grassland,3,close,0.80,Flooded meadows and fields,http://eunis.eea.europa.eu/eunishabitats/E3.4,
Tiefschneelage,1,linked,H4.1,Snow packs,3,close,0.80,Deep snow pack,http://eunis.eea.europa.eu/eunishabitats/H4.1,
tiefen Schnee,1,linked,H4.1,Snow packs,3,close,0.80,Deep snow,http://eunis.eea.europa.eu/eunishabitats/H4.1,
Fichtenstumpfbaum,1,linked,G3.1,[Abies] and [Picea] woodland,3,broad,0.80,Spruce stump in spruce forest,http://eunis.eea.europa.eu/eunishabitats/G3.1,
"tote, am Waldrand stehende Laubbäume (Buchen, Ahorn, Birken)",1,linked,G5.6,Early-stage natural and semi-natural woodlands and regrowth,3,broad,0.75,Dead deciduous trees at forest edge,http://eunis.eea.europa.eu/eunishabitats/G5.6,
Obstlagen,1,linked,G1.D,Fruit and nut tree orchards,3,exact,0.90,Fruit orchards,http://eunis.eea.europa.eu/eunishabitats/G1.D,
Binsengürtel,1,linked,C3.2,Water-fringing reedbeds and tall helophytes other than canes,3,close,0.85,Rush belt (fringing vegetation),http://eunis.eea.europa.eu/eunishabitats/C3.2,
Seegebiet,1,linked,C1,Surface standing waters,2,broad,0.80,Lake area,http://eunis.eea.europa.eu/eunishabitats/C1,
Bachbett,1,linked,C2,Surface running waters,2,broad,0.85,Stream bed,http://eunis.eea.europa.eu/eunishabitats/C2,
Seepromenade,1,linked,J4,Transport networks and other constructed hard-surfaced areas,2,broad,0.80,Lake promenade (constructed path),http://eunis.eea.europa.eu/eunishabitats/J4,
Garten an den Obstbäumen,1,linked,I2.2,Small-scale ornamental and domestic garden areas,3,close,0.85,Garden with fruit trees,http://eunis.eea.europa.eu/eunishabitats/I2.2,
Anstaltspark,1,linked,X11,Large parks,2,close,0.80,Large park of an institution,http://eunis.eea.europa.eu/eunishabitats/X11,
Wald-Gartenteil,1,linked,I2.2,Small-scale ornamental and domestic garden areas,3,broad,0.70,Wooded part of a domestic garden,http://eunis.eea.europa.eu/eunishabitats/I2.2,
Sportplatzwiese,1,linked,E2.6,"Agriculturally-improved, re-seeded and heavily fertilised grassland, including sports fields and grass lawns",3,exact,0.90,Sports field lawn,http://eunis.eea.europa.eu/eunishabitats/E2.6,
Wälder am Hang,1,linked,G,"Woodland, forest and other wooded land",1,close,0.80,"Slope forests, unspecified type",http://eunis.eea.europa.eu/eunishabitats/G,
Au-Gelände,1,linked,G1.1,"Riparian and gallery woodland, with dominant [Alnus], [Betula], [Populus] or [Salix]",3,close,0.80,Alluvial/riparian area,http://eunis.eea.europa.eu/eunishabitats/G1.1,
"Baumbestand Eichen, Fichten, Föhren",1,linked,G4,Mixed deciduous and coniferous woodland,2,close,0.90,"Mixed stand of oak, spruce, pine",http://eunis.eea.europa.eu/eunishabitats/G4,
Forellenbächlein,1,linked,C2.2,"Permanent non-tidal, fast, turbulent watercourses",3,close,0.80,Fast-flowing trout stream,http://eunis.eea.europa.eu/eunishabitats/C2.2,
Abfallstelle,1,linked,J6,Waste deposits,2,close,0.90,Waste deposit site,http://eunis.eea.europa.eu/eunishabitats/J6,
"vertrocknete, überständige Disteln",1,linked,E5.1,Anthropogenic herb stands,3,broad,0.70,"Dry thistle stand, anthropogenic herb stand",http://eunis.eea.europa.eu/eunishabitats/E5.1,
direkt am Wasser,1,review,C3,Littoral zone of inland surface waterbodies,2,broad,0.60,"Directly by the water, littoral zone",http://eunis.eea.europa.eu/eunishabitats/C3,
Uferverbauung,1,linked,J5,Highly artificial man-made waters and associated structures,2,close,0.80,Artificial embankment/waterfront structures,http://eunis.eea.europa.eu/eunishabitats/J5,
Gestrüpp,1,linked,F3.1,Temperate thickets and scrub,3,close,0.80,Temperate thickets and scrub,http://eunis.eea.europa.eu/eunishabitats/F3.1,
Wiese beim Haus,1,linked,E2.6,"Agriculturally-improved, re-seeded and heavily fertilised grassland, including sports fields and grass lawns",3,close,0.80,Lawn/meadow near house,http://eunis.eea.europa.eu/eunishabitats/E2.6,
Südhängen,1,review,H,Inland unvegetated or sparsely vegetated habitats,1,broad,0.50,"South-facing slopes, generic terrain",http://eunis.eea.europa.eu/eunishabitats/H,
Getreide- u. Haferfeldern,1,linked,I1.1,Intensive unmixed crops,3,exact,0.90,Cereal and oat fields,http://eunis.eea.europa.eu/eunishabitats/I1.1,
Rohrkopf,1,linked,C3.2,Water-fringing reedbeds and tall helophytes other than canes,3,close,0.70,Reed bed / Typha stand,http://eunis.eea.europa.eu/eunishabitats/C3.2,
Hangwaldrand in den Auen,1,linked,G1.1,"Riparian and gallery woodland, with dominant [Alnus], [Betula], [Populus] or [Salix]",3,close,0.70,Slope forest edge in floodplain,http://eunis.eea.europa.eu/eunishabitats/G1.1,
Anger-Auen,1,linked,G1.1,"Riparian and gallery woodland, with dominant [Alnus], [Betula], [Populus] or [Salix]",3,close,0.70,Grassy floodplain/riparian area,http://eunis.eea.europa.eu/eunishabitats/G1.1,
Fichtenbestand im Bauerngarten,1,linked,I2.2,Small-scale ornamental and domestic garden areas,3,broad,0.80,Spruce stand in cottage garden,http://eunis.eea.europa.eu/eunishabitats/I2.2,
Krummholzregion,1,linked,F2,"Arctic, alpine and subalpine scrub",2,exact,0.90,Subalpine krummholz/scrub zone,http://eunis.eea.europa.eu/eunishabitats/F2,
Felsenregion,1,linked,H3,"Inland cliffs, rock pavements and outcrops",2,close,0.80,Rocky region / inland cliffs,http://eunis.eea.europa.eu/eunishabitats/H3,
Nadelholzregion,1,linked,G3,Coniferous woodland,2,close,0.80,Coniferous forest zone,http://eunis.eea.europa.eu/eunishabitats/G3,
Schlehen-Erlengebüsch,1,linked,F9.2,[Salix] carr and fen scrub,3,close,0.70,Blackthorn-alder scrub,http://eunis.eea.europa.eu/eunishabitats/F9.2,
"Mischwaldgebiet von Fichten, Föhren und Buchen",1,linked,G4.6,Mixed [Abies] - [Picea] - [Fagus] woodland,3,close,0.80,"Mixed spruce, pine, beech forest",http://eunis.eea.europa.eu/eunishabitats/G4.6,
Kletten-Bestand,1,linked,E5.1,Anthropogenic herb stands,3,close,0.80,"Burdock stand, nitrophilous herb stand",http://eunis.eea.europa.eu/eunishabitats/E5.1,
Eschenbäumchen,1,linked,G5.6,Early-stage natural and semi-natural woodlands and regrowth,3,broad,0.70,"Young ash tree, early-stage regrowth",http://eunis.eea.europa.eu/eunishabitats/G5.6,
Würmebüschwerk,1,linked,F9.1,Riverine scrub,3,close,0.80,Riparian scrub along the Würm river,http://eunis.eea.europa.eu/eunishabitats/F9.1,
Bäume am Hang,1,linked,G5,"Lines of trees, small anthropogenic woodlands, recently felled woodland, early-stage woodland and coppice",2,broad,0.70,Trees on a slope,http://eunis.eea.europa.eu/eunishabitats/G5,
Bäume am Seebecken,1,linked,G5.1,Lines of trees,3,broad,0.70,Trees along lake basin,http://eunis.eea.europa.eu/eunishabitats/G5.1,
Kastanienbaum,1,review,G1.D,Fruit and nut tree orchards,3,broad,0.60,"Chestnut tree, often in orchards/parks",http://eunis.eea.europa.eu/eunishabitats/G1.D,
Fabrikgebäude,1,linked,J1.4,Urban and suburban industrial and commercial sites still in active use,3,exact,0.90,Factory building,http://eunis.eea.europa.eu/eunishabitats/J1.4,
Eschen,1,linked,G1.A,"Meso- and eutrophic [Quercus], [Carpinus], [Fraxinus], [Acer], [Tilia], [Ulmus] and related woodland",3,broad,0.70,"Ash trees, deciduous woodland element",http://eunis.eea.europa.eu/eunishabitats/G1.A,
Fahrweg,1,linked,J4.2,Road networks,3,close,0.80,Dirt road / track,http://eunis.eea.europa.eu/eunishabitats/J4.2,
Obstbaum-Nisthöhle,1,linked,G1.D,Fruit and nut tree orchards,3,broad,0.70,Nest cavity in fruit tree,http://eunis.eea.europa.eu/eunishabitats/G1.D,
Wiesenwasen,1,linked,E2,Mesic grasslands,2,close,0.80,Grassy sod / meadow turf,http://eunis.eea.europa.eu/eunishabitats/E2,
Horstbäume,1,review,G,"Woodland, forest and other wooded land",1,broad,0.60,Nesting trees in forest,http://eunis.eea.europa.eu/eunishabitats/G,
Schilf und Büschwerk,1,linked,C3.2,Water-fringing reedbeds and tall helophytes other than canes,3,close,0.80,Reedbeds and scrub,http://eunis.eea.europa.eu/eunishabitats/C3.2,
alte Pappel,1,review,G1.1,"Riparian and gallery woodland, with dominant [Alnus], [Betula], [Populus] or [Salix]",3,broad,0.60,"Old poplar tree, riparian element",http://eunis.eea.europa.eu/eunishabitats/G1.1,
Thujenhecke,1,linked,FB.3,"Shrub plantations for ornamental purposes or for fruit, other than vineyards",3,close,0.80,"Thuja hedge, ornamental shrub",http://eunis.eea.europa.eu/eunishabitats/FB.3,
Saatbau-Kolonie,1,linked,I1,Arable land and market gardens,2,broad,0.70,Agricultural seed-breeding colony,http://eunis.eea.europa.eu/eunishabitats/I1,
Buchengebüsch,1,linked,F3.1,Temperate thickets and scrub,3,close,0.80,"Temperate thickets and scrub, Fagus scrub",http://eunis.eea.europa.eu/eunishabitats/F3.1,
Gärten und Bäumen,1,linked,I2,Cultivated areas of gardens and parks,2,close,0.90,Cultivated areas of gardens and parks,http://eunis.eea.europa.eu/eunishabitats/I2,
H2O,1,linked,C,Inland surface waters,1,broad,0.70,Inland surface waters,http://eunis.eea.europa.eu/eunishabitats/C,
Bäume am Kai,1,linked,G5.1,Lines of trees,3,close,0.80,Lines of trees along a quay,http://eunis.eea.europa.eu/eunishabitats/G5.1,
Quellsumpf,1,linked,D4.1,"Rich fens, including eutrophic tall-herb fens and calcareous flushes and soaks",3,close,0.80,Calcareous spring mires or rich fens,http://eunis.eea.europa.eu/eunishabitats/D4.1,
Laubhölzchen,1,linked,G5.2,Small broadleaved deciduous anthropogenic woodlands,3,exact,0.90,Small broadleaved deciduous anthropogenic woodland,http://eunis.eea.europa.eu/eunishabitats/G5.2,
Forst an der Bahn,1,linked,G,"Woodland, forest and other wooded land",1,close,0.80,Woodland near railway,http://eunis.eea.europa.eu/eunishabitats/G,
Bach und Seeufer,1,linked,C3,Littoral zone of inland surface waterbodies,2,close,0.80,Littoral zone of inland surface waterbodies,http://eunis.eea.europa.eu/eunishabitats/C3,
freistehende Eiche,1,linked,G5.1,Lines of trees,3,broad,0.70,Single standing tree,http://eunis.eea.europa.eu/eunishabitats/G5.1,
Nadelbaum,1,linked,G3,Coniferous woodland,2,broad,0.70,Coniferous tree,http://eunis.eea.europa.eu/eunishabitats/G3,
Schloßgraben,1,linked,J5.3,Highly artificial non-saline standing waters,3,close,0.80,Highly artificial non-saline standing waters,http://eunis.eea.europa.eu/eunishabitats/J5.3,
Seestrand,1,linked,C3.6,Unvegetated or sparsely vegetated shores with soft or mobile sediments,3,close,0.80,Unvegetated or sparsely vegetated lake shores,http://eunis.eea.europa.eu/eunishabitats/C3.6,
Gebäude,1,linked,J1,"Buildings of cities, towns and villages",2,exact,0.90,"Buildings of cities, towns and villages",http://eunis.eea.europa.eu/eunishabitats/J1,
Sch.- und Rohrbestand,1,linked,C3.2,Water-fringing reedbeds and tall helophytes other than canes,3,exact,0.90,Water-fringing reedbeds (Schilf- und Rohrbestand),http://eunis.eea.europa.eu/eunishabitats/C3.2,
wildes Weingewinde an der Mauer,1,linked,J2.5,Constructed boundaries,3,broad,0.80,Constructed boundaries with climbing plants,http://eunis.eea.europa.eu/eunishabitats/J2.5,
Scheune,1,linked,J2.4,Agricultural constructions,3,exact,0.90,Agricultural constructions,http://eunis.eea.europa.eu/eunishabitats/J2.4,
Apfelbaum,1,linked,G1.D,Fruit and nut tree orchards,3,broad,0.80,Fruit tree,http://eunis.eea.europa.eu/eunishabitats/G1.D,
Leitungsdrähte beim Haus,1,linked,J2,Low density buildings,2,broad,0.70,Low density buildings and infrastructure,http://eunis.eea.europa.eu/eunishabitats/J2,
Parkrand,1,linked,I2.1,Large-scale ornamental garden areas,3,close,0.80,Edge of large-scale ornamental garden/park,http://eunis.eea.europa.eu/eunishabitats/I2.1,
Flur,1,linked,I1,Arable land and market gardens,2,broad,0.70,Open agricultural land,http://eunis.eea.europa.eu/eunishabitats/I1,
Abfallhaufen,1,linked,J6.2,Household waste and landfill sites,3,close,0.80,Household waste and landfill sites,http://eunis.eea.europa.eu/eunishabitats/J6.2,
Komposthaufen,1,linked,J6.3,Non-agricultural organic waste,3,exact,0.90,Non-agricultural organic waste,http://eunis.eea.europa.eu/eunishabitats/J6.3,
Gartenentwässerung,1,linked,J5.4,Highly artificial non-saline running waters,3,close,0.80,Highly artificial non-saline running waters,http://eunis.eea.europa.eu/eunishabitats/J5.4,
Fenster,1,linked,J1,"Buildings of cities, towns and villages",2,broad,0.80,Window of a building,http://eunis.eea.europa.eu/eunishabitats/J1,
Balkon-Nische am Haus,1,linked,J1,"Buildings of cities, towns and villages",2,broad,0.80,Balcony niche on a residential building,http://eunis.eea.europa.eu/eunishabitats/J1,
Sumpfgebiet,1,linked,D5,"Sedge and reedbeds, normally without free-standing water",2,close,0.80,"Sedge and reedbeds, marshes",http://eunis.eea.europa.eu/eunishabitats/D5,
Weidenbestände,1,linked,F9.2,[Salix] carr and fen scrub,3,close,0.80,Salix carr and fen scrub,http://eunis.eea.europa.eu/eunishabitats/F9.2,
Bauhof-Gebäude,1,linked,J1.4,Urban and suburban industrial and commercial sites still in active use,3,close,0.80,Urban/suburban industrial/commercial sites,http://eunis.eea.europa.eu/eunishabitats/J1.4,
Lustgeheg,1,linked,I2.1,Large-scale ornamental garden areas,3,close,0.70,Ornamental park or enclosure,http://eunis.eea.europa.eu/eunishabitats/I2.1,
Holzhaus,1,linked,J2.1,Scattered residential buildings,3,close,0.80,Scattered residential building,http://eunis.eea.europa.eu/eunishabitats/J2.1,
Pappeln und Weiden beim E. W. an dem Überfalle,1,linked,G1.1,"Riparian and gallery woodland, with dominant [Alnus], [Betula], [Populus] or [Salix]",3,close,0.80,Riparian trees near power station weir,http://eunis.eea.europa.eu/eunishabitats/G1.1,
Isaranlage,1,linked,I2.1,Large-scale ornamental garden areas,3,close,0.80,Parkland along the Isar river,http://eunis.eea.europa.eu/eunishabitats/I2.1,
Erlenbewachsung,1,linked,G1.1,"Riparian and gallery woodland, with dominant [Alnus], [Betula], [Populus] or [Salix]",3,close,0.80,Riparian woodland with dominant Alnus,http://eunis.eea.europa.eu/eunishabitats/G1.1,
Strauchobst,1,linked,FB.3,"Shrub plantations for ornamental purposes or for fruit, other than vineyards",3,exact,0.80,Shrub plantations for fruit,http://eunis.eea.europa.eu/eunishabitats/FB.3,
Futterplatz an einem Fenster in meiner Wohnung,1,linked,I2.2,Small-scale ornamental and domestic garden areas,3,broad,0.80,Feeding station at domestic window,http://eunis.eea.europa.eu/eunishabitats/I2.2,
"Feld, Waldsaum",1,linked,E5.2,Thermophile woodland fringes,3,close,0.70,Woodland fringe next to field,http://eunis.eea.europa.eu/eunishabitats/E5.2,
Waldrand-Gebiet,1,linked,E5.2,Thermophile woodland fringes,3,close,0.80,Woodland fringe,http://eunis.eea.europa.eu/eunishabitats/E5.2,
Fütterung am Küchenfenster,1,linked,I2.2,Small-scale ornamental and domestic garden areas,3,broad,0.80,Feeding station at domestic window,http://eunis.eea.europa.eu/eunishabitats/I2.2,
Kastaniengehölz,1,linked,G1.C,Highly artificial broadleaved deciduous forestry plantations,3,close,0.70,Chestnut grove or plantation,http://eunis.eea.europa.eu/eunishabitats/G1.C,
Futterstellen,1,linked,I2.2,Small-scale ornamental and domestic garden areas,3,broad,0.70,Feeding stations in gardens,http://eunis.eea.europa.eu/eunishabitats/I2.2,
Busch am Zaun,1,linked,FA,Hedgerows,2,close,0.80,Hedgerow or shrub at fence,http://eunis.eea.europa.eu/eunishabitats/FA,
"Buschwerk, Schilfdickicht und Weidicht",1,linked,F9.2,[Salix] carr and fen scrub,3,close,0.80,"Salix carr, fen scrub and reedbeds",http://eunis.eea.europa.eu/eunishabitats/F9.2,
Birken Uferpappeln,1,linked,G1.1,"Riparian and gallery woodland, with dominant [Alnus], [Betula], [Populus] or [Salix]",3,close,0.90,Riparian woodland with Betula and Populus,http://eunis.eea.europa.eu/eunishabitats/G1.1,
Binsenwaldregion,1,linked,G1.4,Broadleaved swamp woodland not on acid peat,3,close,0.70,Wet swamp woodland with Juncus,http://eunis.eea.europa.eu/eunishabitats/G1.4,
Binsenregion,1,linked,D5.3,Swamps and marshes dominated by [Juncus effusus] or other large [Juncus] spp.,3,close,0.80,Swamps dominated by Juncus,http://eunis.eea.europa.eu/eunishabitats/D5.3,
Buschwald-Gebiet,1,linked,F3.1,Temperate thickets and scrub,3,close,0.70,Temperate thickets and scrub,http://eunis.eea.europa.eu/eunishabitats/F3.1,
Buchenhangwald,1,linked,G1.6,[Fagus] woodland,3,close,0.90,Fagus woodland on slopes,http://eunis.eea.europa.eu/eunishabitats/G1.6,
Bahnhof-Wärterhaus,1,linked,J2.2,Rural public buildings,3,close,0.80,Rural public/railway building,http://eunis.eea.europa.eu/eunishabitats/J2.2,
Tiergartenauen,1,linked,G1.2,Mixed riparian floodplain and gallery woodland,3,close,0.80,Riparian floodplain woodland/park,http://eunis.eea.europa.eu/eunishabitats/G1.2,
Kiefer-Altwasser,1,linked,C1,Surface standing waters,2,broad,0.70,Oxbow lake with pines nearby,http://eunis.eea.europa.eu/eunishabitats/C1,
Brüt-Wäldchen und auf den anliegenden Feldern und Wiesen,1,linked,X10,Mosaic landscapes with a woodland element (bocages),2,close,0.80,"Mosaic of small wood, fields and meadows",http://eunis.eea.europa.eu/eunishabitats/X10,
K 29,1,no_match,,,,none,0.00,Probably a map coordinate or plot code,,
K 26,1,no_match,,,,none,0.00,Probably a map coordinate or plot code,,
Hauwald,1,linked,G5.7,Coppice and early-stage plantations,3,close,0.80,Coppice or recently felled woodland,http://eunis.eea.europa.eu/eunishabitats/G5.7,
Stadtrandzone,1,linked,J1.2,Residential buildings of villages and urban peripheries,3,broad,0.70,Urban periphery,http://eunis.eea.europa.eu/eunishabitats/J1.2,
Gebüsch des Werksbaches am Gürtelsaum,1,linked,F9.1,Riverine scrub,3,close,0.80,Riverine scrub along industrial canal,http://eunis.eea.europa.eu/eunishabitats/F9.1,
Gürtelsaum im Werksbachsaum,1,linked,E5.4,Moist or wet tall-herb and fern fringes and meadows,3,close,0.70,Moist tall-herb fringe along canal,http://eunis.eea.europa.eu/eunishabitats/E5.4,
Gürtelsaum und beim Hause E. W.,1,review,J2,Low density buildings,2,broad,0.60,Fringe near a private house,http://eunis.eea.europa.eu/eunishabitats/J2,
Werksbachsaum,1,linked,C3.2,Water-fringing reedbeds and tall helophytes other than canes,3,close,0.80,Water-fringing vegetation of canal,http://eunis.eea.europa.eu/eunishabitats/C3.2,
"Felder, Gräben",1,linked,I1,Arable land and market gardens,2,broad,0.70,Arable fields and ditches,http://eunis.eea.europa.eu/eunishabitats/I1,
